ID,latitude,longitude,State,Median.electricity.bill.by.State,Habitual.electricity.bill.by.State,O,C,E,A,N,Exploratory.Tasks,Challenges,Social.Competition,Social.Network,Unlockable.Content
1682,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.66,0.56,0.3,0.56,0.78,No,No,No,No,Yes
1683,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.62,0.62,0.74,0.66,Yes,No,No,Yes,No
1684,24.03,-104.67, Durango,120,70-221.5 $ MXN,0.76,0.46,0.5,0.74,0.68,Yes,No,No,Yes,No
1685,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.78,0.8,0.88,0.54,Yes,Yes,Yes,Yes,No
1686,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.54,0.56,0.6,0.74,Yes,No,No,No,Yes
1688,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.72,0.7,0.8,0.68,Yes,Yes,Yes,Yes,No
1690,21.88,-102.3, Aguascalientes,151.5,108-224.5 $ MXN,0.5,0.64,0.52,0.62,0.7,No,No,No,No,Yes
1691,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.66,0.76,0.54,0.8,0.38,No,Yes,No,Yes,No
1692,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.66,0.68,0.64,0.8,0.34,No,No,No,Yes,No
1693,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.62,0.62,0.6,0.5,Yes,No,No,No,No
1694,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.64,0.8,0.72,0.78,Yes,No,Yes,Yes,Yes
1696,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.66,0.46,0.8,0.48,Yes,No,No,Yes,No
1697,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.44,0.62,0.66,0.88,Yes,No,No,No,Yes
1698,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.7,0.66,0.36,0.78,0.72,Yes,No,No,Yes,Yes
1699,21.88,-102.3, Aguascalientes,151.5,108-224.5 $ MXN,0.74,0.66,0.56,0.58,0.46,Yes,No,No,No,No
1701,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.62,0.6,0.44,0.76,0.78,No,No,No,Yes,Yes
1702,20.6,-100.38, Queretaro,180,110-260 $ MXN,0.6,0.64,0.66,0.54,0.7,No,No,No,No,Yes
1703,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.68,0.66,0.82,0.6,Yes,No,No,Yes,No
1704,20.6,-100.38, Queretaro,180,110-260 $ MXN,0.88,0.42,0.7,0.78,0.78,Yes,No,Yes,Yes,Yes
1705,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.66,0.58,0.62,0.54,0.8,No,No,No,No,Yes
1706,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.76,0.24,0.92,0.42,Yes,Yes,No,Yes,No
1707,20.56,-103.95, Jalisco,143.5,96-200 $ MXN,0.8,0.6,0.5,0.84,0.64,Yes,No,No,Yes,No
1708,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.42,0.34,0.84,0.9,Yes,No,No,Yes,Yes
1709,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.8,0.46,0.64,0.94,No,Yes,No,No,Yes
1710,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.62,0.64,0.5,0.76,0.68,No,No,No,Yes,No
1711,19.42,-99.16, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.52,0.52,0.7,0.46,Yes,No,No,Yes,No
1712,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.52,0.58,0.82,0.68,No,No,No,Yes,No
1713,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.78,0.74,0.66,0.76,Yes,Yes,Yes,No,Yes
1714,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.76,0.8,0.62,0.86,Yes,Yes,Yes,No,Yes
1715,29.07,-110.97, Sonora,240,147-488.75 $ MXN,0.72,0.48,0.36,0.54,1,Yes,No,No,No,Yes
1716,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.5,0.72,0.88,0.54,Yes,No,Yes,Yes,No
1717,19.68,-100.57, Michoacan,90,55-150 $ MXN,0.96,0.82,0.38,0.6,0.8,Yes,Yes,No,No,Yes
1718,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.76,0.38,0.76,0.76,Yes,Yes,No,Yes,Yes
1719,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.38,0.48,0.72,0.72,Yes,No,No,Yes,Yes
1720,19.48,-99.24, Estado de Mexico,143,63.5-249.5 $ MXN,1,0.82,0.9,0.76,0.44,Yes,Yes,Yes,Yes,No
1722,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.66,0.58,0.64,0.52,Yes,No,No,No,No
1723,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.66,0.46,0.6,0.54,Yes,No,No,No,No
1724,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.68,0.56,0.76,0.5,Yes,No,No,Yes,No
1726,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.64,0.48,0.64,0.76,No,No,No,No,Yes
1727,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.66,0.46,0.72,0.7,Yes,No,No,Yes,Yes
1728,22.88,-102.62, Zacatecas,103.5,59.25-145 $ MXN,0.92,0.76,0.54,0.7,0.68,Yes,Yes,No,Yes,No
1729,18.83,-96.15, Veracruz,220,139-285 $ MXN,0.86,0.54,0.84,0.8,0.58,Yes,No,Yes,Yes,No
1730,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.94,0.98,0.8,0.52,0.78,Yes,Yes,Yes,No,Yes
1731,22.15,-100.98,San Luis Potosi,178,150-261.5 $ MXN,0.64,0.78,0.7,0.86,0.38,No,Yes,Yes,Yes,No
1732,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.72,0.5,0.58,0.56,Yes,Yes,No,No,No
1733,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.76,0.66,0.62,0.78,0.6,Yes,No,No,Yes,No
1734,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.66,0.44,0.7,0.66,0.9,No,No,Yes,No,Yes
1735,31.73,-106.48, Chihuahua,215,159-331.5 $ MXN,0.72,0.44,0.62,0.62,0.68,Yes,No,No,No,No
1737,20.72,-103.4, Jalisco,143.5,96-200 $ MXN,0.84,0.58,0.8,0.9,0.44,Yes,No,Yes,Yes,No
1738,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.66,0.54,0.8,0.6,Yes,No,No,Yes,No
1739,18.92,-99.25, Morelos,188,92.5-259.75 $ MXN,0.78,0.54,0.64,0.58,0.56,Yes,No,No,No,No
1740,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.6,0.84,0.58,0.88,0.4,No,Yes,No,Yes,No
1741,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.68,0.42,0.62,0.66,Yes,No,No,No,No
1742,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.66,0.74,0.86,0.72,Yes,No,Yes,Yes,Yes
1743,20.67,-103.33, Jalisco,143.5,96-200 $ MXN,0.84,0.56,0.68,0.5,0.66,Yes,No,No,No,No
1744,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.72,0.88,0.84,0.64,Yes,Yes,Yes,Yes,No
1745,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.54,0.48,0.66,0.5,Yes,No,No,No,No
1746,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.9,0.6,0.68,0.56,Yes,Yes,No,No,No
1747,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.5,0.44,0.76,0.74,Yes,No,No,Yes,Yes
1748,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.68,0.9,0.92,0.74,Yes,No,Yes,Yes,Yes
1749,20.61,-100.35, Queretaro,180,110-260 $ MXN,0.98,0.74,0.82,0.92,0.84,Yes,Yes,Yes,Yes,Yes
1750,19.35,-99.36, Estado de Mexico,143,63.5-249.5 $ MXN,0.78,0.4,0.38,0.74,0.58,Yes,No,No,Yes,No
1751,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.62,0.4,0.82,0.92,Yes,No,No,Yes,Yes
1752,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.74,0.78,0.74,0.46,Yes,Yes,Yes,Yes,No
1753,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.8,0.72,0.88,0.9,0.46,Yes,Yes,Yes,Yes,No
1754,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.72,0.8,0.86,0.42,Yes,Yes,Yes,Yes,No
1755,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.62,0.76,0.74,0.5,Yes,No,Yes,Yes,No
1756,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.54,0.64,0.92,0.84,No,No,No,Yes,Yes
1757,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.62,0.62,0.7,0.58,No,No,No,Yes,No
1759,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.62,0.44,0.5,0.62,Yes,No,No,No,No
1760,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.86,0.56,0.46,0.52,0.48,Yes,No,No,No,No
1761,19.68,-100.57, Michoacan,90,55-150 $ MXN,0.9,0.9,0.44,0.34,0.68,Yes,Yes,No,No,No
1762,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.56,0.6,0.82,0.7,Yes,No,No,Yes,Yes
1763,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.68,0.66,0.36,0.7,No,No,No,No,Yes
1764,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.72,0.84,0.64,0.72,Yes,Yes,Yes,No,Yes
1765,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.6,0.56,1,0.5,Yes,No,No,Yes,No
1766,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.56,0.5,0.64,0.68,Yes,No,No,No,No
1767,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.76,0.42,0.54,0.58,Yes,Yes,No,No,No
1768,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.76,0.64,0.56,0.66,Yes,Yes,No,No,No
1769,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.62,0.6,0.64,0.78,Yes,No,No,No,Yes
1770,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.8,0.64,0.64,0.52,Yes,Yes,No,No,No
1772,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.78,0.78,0.9,0.52,Yes,Yes,Yes,Yes,No
1773,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.4,0.64,0.64,0.66,Yes,No,No,No,No
1774,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.4,0.46,0.76,0.7,Yes,No,No,Yes,Yes
1775,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.66,0.66,0.56,0.68,0.72,No,No,No,No,Yes
1776,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.6,0.48,0.42,0.7,0.86,No,No,No,Yes,Yes
1777,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.58,0.44,0.64,0.76,Yes,No,No,No,Yes
1778,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.84,0.66,0.7,0.3,Yes,Yes,No,Yes,No
1779,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.64,0.6,0.64,0.46,Yes,No,No,No,No
1780,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.86,0.56,0.72,0.62,Yes,Yes,No,Yes,No
1781,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.74,0.56,0.7,0.6,Yes,Yes,No,Yes,No
1782,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.68,0.5,0.74,0.74,Yes,No,No,Yes,Yes
1783,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.68,0.54,0.7,0.48,Yes,No,No,Yes,No
1784,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.52,0.52,0.9,0.38,Yes,No,No,Yes,No
1785,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.66,0.48,0.88,0.58,Yes,No,No,Yes,No
1786,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.74,0.78,0.74,0.5,Yes,Yes,Yes,Yes,No
1787,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.5,0.38,0.24,0.76,0.72,No,No,No,Yes,Yes
1788,18.8,-98.95, Morelos,188,92.5-259.75 $ MXN,0.92,0.64,0.3,0.48,0.92,Yes,No,No,No,Yes
1789,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.66,0.64,0.86,0.36,Yes,No,No,Yes,No
1790,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.72,0.4,0.56,0.88,Yes,Yes,No,No,Yes
1791,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.74,0.8,0.86,0.58,Yes,Yes,Yes,Yes,No
1792,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.7,0.3,0.58,0.82,No,Yes,No,No,Yes
1793,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.58,0.72,0.62,0.56,Yes,No,Yes,No,No
1794,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.66,0.52,0.82,0.58,No,No,No,Yes,No
1795,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.64,0.62,0.54,0.76,Yes,No,No,No,Yes
1796,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.6,0.48,0.68,0.52,Yes,No,No,No,No
1797,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.66,0.56,0.82,0.58,No,No,No,Yes,No
1798,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.8,0.36,0.58,0.74,Yes,Yes,No,No,Yes
1799,19.68,-100.57, Michoacan,90,55-150 $ MXN,0.84,0.52,0.76,0.58,0.86,Yes,No,Yes,No,Yes
1800,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.56,0.5,0.34,0.52,0.7,No,No,No,No,Yes
1801,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.46,0.6,0.8,0.72,Yes,No,No,Yes,Yes
1802,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.66,0.5,0.7,0.66,Yes,No,No,Yes,No
1803,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.68,0.46,0.74,0.72,Yes,No,No,Yes,Yes
1804,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.46,0.24,0.48,0.84,No,No,No,No,Yes
1805,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.8,0.8,0.76,0.62,Yes,Yes,Yes,Yes,No
1806,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.6,0.76,0.4,0.52,0.7,No,Yes,No,No,Yes
1807,21.28,-89.67, Yucatan,233,129.5-491.25 $ MXN,0.68,0.62,0.64,0.74,0.76,No,No,No,Yes,Yes
1808,20.6,-89.21, Yucatan,233,129.5-491.25 $ MXN,0.66,0.68,0.46,0.66,0.74,No,No,No,No,Yes
1809,20.6,-89.21, Yucatan,233,129.5-491.25 $ MXN,0.58,0.76,0.4,0.56,0.62,No,Yes,No,No,No
1810,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.68,0.68,0.8,0.72,Yes,No,No,Yes,Yes
1811,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.72,0.56,0.64,0.7,Yes,Yes,No,No,Yes
1812,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.7,0.58,0.5,0.72,Yes,Yes,No,No,Yes
1813,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.68,0.28,0.68,0.82,Yes,No,No,No,Yes
1814,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.42,0.7,0.92,0.84,Yes,No,Yes,Yes,Yes
1815,22.88,-102.62, Zacatecas,103.5,59.25-145 $ MXN,0.98,0.86,0.64,0.66,0.44,Yes,Yes,No,No,No
1816,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.56,0.72,0.64,0.7,Yes,No,Yes,No,Yes
1817,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.56,0.7,0.52,0.78,Yes,No,Yes,No,Yes
1818,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.8,0.28,0.58,0.86,Yes,Yes,No,No,Yes
1819,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.58,0.48,0.68,0.82,No,No,No,No,Yes
1821,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.6,0.66,0.52,0.52,0.7,No,No,No,No,Yes
1822,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.4,0.6,0.62,0.9,No,No,No,No,Yes
1823,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.96,0.34,0.62,0.66,Yes,Yes,No,No,No
1824,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.52,0.82,0.46,0.58,Yes,No,Yes,No,No
1825,20.72,-103.4, Jalisco,143.5,96-200 $ MXN,0.88,0.58,1,0.92,0.44,Yes,No,Yes,Yes,No
1826,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.62,0.74,0.82,0.62,Yes,No,Yes,Yes,No
1827,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.8,0.5,0.76,0.9,Yes,Yes,No,Yes,Yes
1828,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.78,0.58,0.7,0.36,Yes,Yes,No,Yes,No
1829,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.56,0.68,0.7,0.6,Yes,No,No,Yes,No
1830,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.7,0.56,0.64,0.64,Yes,Yes,No,No,No
1831,19.6,-99.05, Estado de Mexico,143,63.5-249.5 $ MXN,0.78,0.74,0.46,0.84,0.44,Yes,Yes,No,Yes,No
1832,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.56,0.6,0.84,0.66,Yes,No,No,Yes,No
1833,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.6,0.44,0.58,0.8,0.52,No,No,No,Yes,No
1834,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.56,0.76,0.66,0.78,Yes,No,Yes,No,Yes
1835,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.64,0.54,0.58,0.64,Yes,No,No,No,No
1836,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.58,0.5,0.72,0.74,Yes,No,No,Yes,Yes
1837,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.74,0.64,0.7,0.46,Yes,Yes,No,Yes,No
1838,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.58,0.92,0.62,0.7,Yes,No,Yes,No,Yes
1839,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.88,0.66,0.86,0.42,Yes,Yes,No,Yes,No
1840,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.76,0.62,0.44,0.7,0.68,Yes,No,No,Yes,No
1841,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.66,0.7,0.72,0.5,Yes,No,Yes,Yes,No
1842,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.68,0.66,0.74,0.62,Yes,No,No,Yes,No
1843,19.28,-99.17, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.74,0.74,0.82,0.38,Yes,Yes,Yes,Yes,No
1844,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.66,0.66,0.7,0.66,Yes,No,No,Yes,No
1845,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.62,0.56,0.72,0.48,Yes,No,No,Yes,No
1847,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.68,0.7,0.8,0.62,Yes,No,Yes,Yes,No
1848,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.44,0.46,0.72,0.88,Yes,No,No,Yes,Yes
1850,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.5,0.78,0.64,0.78,Yes,No,Yes,No,Yes
1851,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.46,0.66,0.54,0.64,0.78,No,No,No,No,Yes
1852,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.68,0.58,0.78,0.5,Yes,No,No,Yes,No
1853,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.6,0.96,0.92,0.76,Yes,No,Yes,Yes,Yes
1854,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.74,0.62,0.86,0.58,Yes,Yes,No,Yes,No
1855,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.62,0.6,0.62,0.86,No,No,No,No,Yes
1856,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.64,0.64,0.8,0.72,0.52,No,No,Yes,Yes,No
1857,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.58,0.48,0.72,0.8,Yes,No,No,Yes,Yes
1858,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.8,0.66,0.9,0.3,No,Yes,No,Yes,No
1859,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,1,0.9,0.24,0.4,0.86,Yes,Yes,No,No,Yes
1860,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.6,0.86,0.68,0.64,Yes,No,Yes,No,No
1861,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.66,0.52,0.66,0.5,Yes,No,No,No,No
1862,25.55,-103.43, Coahuila,220,127.5-325 $ MXN,0.78,0.5,0.42,0.22,0.8,Yes,No,No,No,Yes
1863,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.7,0.66,0.64,0.5,Yes,Yes,No,No,No
1865,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.62,0.54,0.84,0.76,Yes,No,No,Yes,Yes
1866,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.88,0.74,0.66,0.48,0.62,Yes,Yes,No,No,No
1867,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.54,0.62,0.84,0.68,No,No,No,Yes,No
1868,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.86,0.84,0.58,0.88,0.44,Yes,Yes,No,Yes,No
1869,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.48,0.74,0.62,0.7,Yes,No,Yes,No,Yes
1870,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.68,0.56,0.88,0.72,No,No,No,Yes,Yes
1871,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.46,0.44,0.54,0.88,Yes,No,No,No,Yes
1872,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.62,0.76,0.7,0.56,Yes,No,Yes,Yes,No
1873,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.46,0.78,0.8,0.82,Yes,No,Yes,Yes,Yes
1874,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.5,0.64,0.86,0.32,Yes,No,No,Yes,No
1875,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.74,0.74,0.76,0.74,Yes,Yes,Yes,Yes,Yes
1877,22.88,-102.62, Zacatecas,103.5,59.25-145 $ MXN,0.7,0.74,0.48,0.74,0.44,Yes,Yes,No,Yes,No
1878,31.73,-106.48, Chihuahua,215,159-331.5 $ MXN,0.98,0.9,0.3,0.3,0.62,Yes,Yes,No,No,No
1879,22.15,-100.98,San Luis Potosi,178,150-261.5 $ MXN,0.88,0.72,0.74,0.72,0.56,Yes,Yes,Yes,Yes,No
1880,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.66,0.52,0.82,0.84,No,No,No,Yes,Yes
1883,19.53,-99.22, Estado de Mexico,143,63.5-249.5 $ MXN,0.84,0.6,0.64,0.72,0.48,Yes,No,No,Yes,No
1884,21.17,-86.85, Quintana Roo,210,146-300 $ MXN,0.84,0.44,0.58,0.58,0.74,Yes,No,No,No,Yes
1885,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.62,0.74,0.34,0.8,0.54,No,Yes,No,Yes,No
1886,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.56,0.56,0.72,0.64,Yes,No,No,Yes,No
1887,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.68,0.8,0.52,0.72,Yes,No,Yes,No,Yes
1888,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.64,0.5,0.6,0.84,Yes,No,No,No,Yes
1889,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.62,0.68,0.44,0.66,Yes,No,No,No,No
1890,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.72,0.6,0.66,0.52,Yes,Yes,No,No,No
1891,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.6,0.6,0.58,0.84,0.6,No,No,No,Yes,No
1892,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.62,0.5,0.84,0.72,Yes,No,No,Yes,Yes
1893,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.56,0.34,0.56,0.72,Yes,No,No,No,Yes
